Index,Date,Time,Longitude,Latitude,Magnitude,Depth,Location
462,2021-08-15,9:44:06,77.85,37.81,3.1,10,"Yecheng,Xinjiang"
463,2021-08-16,4:50:42,96.92,33.05,3,8,"Yushushi,Qinghai"
464,2021-08-18,0:23:42,99.87,25.71,3.4,12,"Yangbi,Yunnan"
465,2021-08-18,4:20:11,92.8,31.91,3.2,10,"Biru,Tibet"
466,2021-08-18,4:51:28,81.42,43.51,3.2,28,"Chabuchaer,Xinjiang"
467,2021-08-18,4:53:17,81.43,43.49,3.3,25,"Chabuchaer,Xinjiang"
468,2021-08-18,16:19:05,121.97,52.45,3.9,24,"Mohe,Heilongjiang"
469,2021-08-19,15:50:56,121.67,23.94,4,8,"ThecoastalareanearHualian,Taiwan,China"
470,2021-08-21,10:20:10,105.31,27.12,4.5,10,"Bijie,Guizhou"
471,2021-08-22,19:52:02,120.56,23.21,4.2,20,"Tainan,Taiwan,China"
472,2021-08-23,18:56:37,122.37,24.8,4.4,5,"CoastalareanearYilan,Taiwan,China"
473,2021-08-24,10:45:18,77.24,40.03,3.4,7,"Atushi,Xinjiang"
474,2021-08-24,19:06:36,105.48,29.28,3.1,10,"Luxian,Sichuan"
475,2021-08-25,0:48:14,78.82,32.1,4,10,"Zhada,Tibet"
476,2021-08-26,7:38:19,95.5,38.88,5.5,15,"Akesai,Gansu"
477,2021-08-26,23:28:04,95.52,38.91,3.7,16,"Akesai,Gansu"
478,2021-08-28,23:21:31,89.27,35.53,4.3,10,"Anduo,Tibet"
479,2021-08-29,3:20:48,87.88,42.13,3.3,23,"Heshuo,Xinjiang"
480,2021-08-29,22:27:53,84.08,43.91,3.6,16,"Wusu,Xinjiang"
481,2021-08-30,23:28:25,102.78,27.03,3.1,15,"Ningnan,Sichuan"
482,2021-08-31,20:29:19,117,38.29,3,0,"Cangxian,Hebei"
483,2021-08-31,21:28:44,82.8,40.6,3,10,"Shaya,Xinjiang"
484,2021-09-01,6:27:57,120.73,23.24,4.1,17,"Gaoxiong,Taiwan"
485,2021-09-01,6:37:45,105.1,28.11,3.7,10,"Xingwen,Sichuan"
486,2021-09-02,4:09:30,102.84,26.49,3,24,"Huidong,Sichuan"
487,2021-09-02,18:56:59,120.57,23.14,4.4,5,"Tainan,Taiwan,China"
488,2021-09-03,21:30:38,104.92,28.09,4.8,15,"Gongxian,Sichuan"
489,2021-09-03,23:48:33,77.88,37.86,4,10,"Yecheng,Xinjiang"
490,2021-09-04,0:27:47,77.81,37.8,3.7,10,"Yecheng,Xinjiang"
491,2021-09-04,0:29:55,77.85,37.88,3.3,7,"Yecheng,Xinjiang"
492,2021-09-04,9:19:36,77.89,37.91,3.3,7,"Yecheng,Xinjiang"
493,2021-09-04,9:21:16,77.83,37.87,3.9,8,"Yecheng,Xinjiang"
494,2021-09-04,9:23:02,78.23,37.56,3.1,10,"Pishan,Xinjiang"
495,2021-09-04,9:23:46,77.86,37.83,3.7,7,"Yecheng,Xinjiang"
496,2021-09-04,9:28:04,77.87,37.89,4.8,8,"Yecheng,Xinjiang"
497,2021-09-04,9:36:47,77.86,37.77,3.3,10,"Pishan,Xinjiang"
498,2021-09-04,9:39:00,77.93,37.79,4.3,7,"Pishan,Xinjiang"
499,2021-09-04,9:40:33,78.03,37.75,3.4,7,"Pishan,Xinjiang"
500,2021-09-04,9:42:29,78.09,37.76,3,10,"Pishan,Xinjiang"
501,2021-09-04,9:43:45,77.8,37.8,3.7,6,"Yecheng,Xinjiang"
502,2021-09-04,9:54:08,77.96,37.87,5.1,7,"Pishan,Xinjiang"
503,2021-09-05,1:52:09,77.85,37.79,5,10,"Yecheng,Xinjiang"
504,2021-09-05,1:55:28,77.83,37.79,4.2,10,"Yecheng,Xinjiang"
505,2021-09-05,4:03:53,103.89,33.12,3.2,26,"Jiuzhaigou,Sichuan"
506,2021-09-05,5:13:46,77.81,37.73,3.4,25,"Pishan,Xinjiang"
507,2021-09-06,22:00:26,122.07,23.9,5.2,21,"ThecoastalareanearHualian,Taiwan,China,"
508,2021-09-06,23:00:17,77.33,40.18,3.8,17,"Atushi,Xinjiang"
509,2021-09-08,21:37:13,82.6,39.91,3.1,23,"Shaya,Xinjiang"
510,2021-09-09,9:08:33,78.66,36.88,3,12,"Pishan,Xinjiang"
511,2021-09-10,7:48:26,78.67,36.88,4,9,"Pishan,Xinjiang"
512,2021-09-11,15:05:43,106.71,23.39,4.3,10,"Debao,Guangxi"
513,2021-09-11,23:00:16,106.7,23.39,3.2,6,"Debao,Guangxi"
514,2021-09-12,5:47:53,106.14,23.16,3,6,"Jingxi,Guangxi"
515,2021-09-12,6:23:03,77.45,40.2,3,20,"Atushi,Xinjiang"
516,2021-09-12,17:57:22,94.18,43,3.1,10,"Yizhou,Xinjiang"
517,2021-09-13,15:56:47,83.79,41.35,3.2,10,"Kuche,Xinjiang"
518,2021-09-13,18:41:27,121.09,24.13,4.6,35,"Nantou,Taiwan,China"
519,2021-09-14,13:48:44,102.98,26.41,3.1,21,"Huidong,Sichuan"
520,2021-09-14,14:08:07,89.5,47.55,3,8,"Fuyun,Xinjiang"
521,2021-09-15,1:52:24,80.74,41.32,3.2,9,"Wensu,Xinjiang"
522,2021-09-15,7:19:03,99.99,25.73,3.3,9,"Yangbi,Yunnan"
523,2021-09-15,20:32:18,105.33,29.2,3,12,"Luxian,Sichuan"
524,2021-09-16,4:33:32,105.34,29.2,6,10,"Luxian,Sichuan"
525,2021-09-17,17:06:03,82.06,43.28,3,10,"Tekesi,Xinjiang"
526,2021-09-18,13:20:50,104.52,29.48,3.2,9,"Rongxian,Sichuan"
527,2021-09-18,16:57:47,97.78,38.47,3,10,"Tianjun,Qinghai"
528,2021-09-19,4:02:55,83.83,41.4,3.2,9,"Kuche,Xinjiang"
529,2021-09-19,17:36:31,96.33,28.56,4.5,10,"Chayu,Tibet"
530,2021-09-21,14:45:29,113.5,34.53,3,0,"Xinmi,Henan"
531,2021-09-21,22:31:54,77.81,37.77,3.3,23,"Yecheng,Xinjiang"
532,2021-09-22,20:59:57,103.46,28.39,3,8,"Leibo,Sichuan"
533,2021-09-23,1:20:48,76.31,37.45,3,90,"Tashkurgan,Xinjiang"
534,2021-09-24,4:08:33,105.06,28.07,3.6,9,"Weixin,Yunnan"
535,2021-09-24,7:06:04,102.73,28.25,3.1,16,"Zhaojue,Sichuan"
536,2021-09-24,11:19:56,76.92,36.74,3.3,80,"Yecheng,Xinjiang"
537,2021-09-24,23:17:19,102.73,32.03,3,17,"Heishui,Sichuan"
538,2021-09-25,2:16:34,105.43,29.27,3.1,10,"Luxian,Sichuan"
539,2021-09-25,12:41:04,94.8,30.3,4.2,10,"Bomi,Tibet"
540,2021-09-25,17:24:31,94.73,30.37,3,10,"Bomi,Tibet"
541,2021-09-25,18:02:13,122.69,37.22,3.3,10,"ThecoastalareanearRongcheng,Shandong"
542,2021-09-26,6:21:18,121.67,24.47,4.8,20,"Yilan,Taiwan,China"
543,2021-09-27,1:07:55,81.61,42.21,3.8,6,"Baicheng,Xinjiang"
544,2021-09-27,1:22:19,81.62,42.21,3.7,8,"Baicheng,Xinjiang"
545,2021-09-27,11:19:17,105.45,29.29,3,9,"Luxian,Sichuan"
546,2021-09-27,15:01:28,77.8,37.78,3.1,21,"Yecheng,Xinjiang"
547,2021-09-28,13:26:08,90.92,34.3,3.1,10,"Tanggula,Qinghai"
548,2021-09-28,13:43:31,75.63,40.15,3,20,"Wuqia,Xinjiang"
549,2021-09-29,6:56:19,105.52,37,3.1,5,"Zhongning,Ningxia"
550,2021-09-29,11:33:56,89.36,33.79,4.2,10,"Shuanghu,Tibet"
551,2021-10-01,6:57:34,83.71,41.23,3.3,17,"Kuche,Xinjiang"
552,2021-10-01,11:49:25,94.9,30.34,3.9,10,"Bomi,Tibet"
553,2021-10-01,21:01:56,94.85,30.3,3.6,10,"Bomi,Tibet"
554,2021-10-01,21:40:05,104.83,28.46,3.2,8,"Changning,Sichuan"
555,2021-10-02,6:48:39,103.96,29.25,3.1,10,"Qianwei,Sichuan"
556,2021-10-02,12:45:23,94.92,30.35,3.6,10,"Bomi,Tibet"
557,2021-10-02,21:21:50,104.68,29.64,3.2,11,"Weiyuan,Sichuan"
558,2021-10-04,2:44:02,93.05,32.63,3.6,10,"Nierong,Tibet"
559,2021-10-04,11:24:19,94.82,30.41,4,10,"Bomi,Tibet"
560,2021-10-04,12:29:34,92.88,32.69,3.3,10,"Nierong,Tibet"
561,2021-10-04,14:07:51,122.27,24.86,4.6,10,"ThecoastalareanearYilan,Taiwan,China"
562,2021-10-05,3:40:57,77.84,37.77,3.1,26,"Pishan,Xinjiang"
563,2021-10-05,10:38:15,94.87,30.3,3.8,10,"Bomi,Tibet"
564,2021-10-06,7:27:53,94.84,30.36,3.6,10,"Bomi,Tibet"
565,2021-10-07,13:07:36,93.05,32.65,3.3,10,"Nierong,Tibet"
566,2021-10-07,13:32:19,97.6,34.81,3.7,10,"Madoi,Qinghai"
567,2021-10-07,21:16:24,92.85,44.43,4.3,9,"Balikun,Xinjiang"
568,2021-10-08,12:37:54,89.47,33.65,3.3,10,"Shuanghu,Tibet"
569,2021-10-08,12:40:54,89.59,33.65,3.7,10,"Shuanghu,Tibet"
570,2021-10-09,4:38:29,95.08,31.91,3,10,"Dingqing,Tibet"
571,2021-10-09,7:53:35,82.41,35.79,3.8,17,"Yutian,Xinjiang"
572,2021-10-09,10:45:22,83.88,42,3.4,10,"Kuche,Xinjiang"
573,2021-10-09,13:36:51,94.86,30.3,3.9,10,"Bomi,Tibet"
574,2021-10-10,1:56:02,82.38,41.97,3.1,10,"Baicheng,Xinjiang"
575,2021-10-10,9:48:52,94.85,30.29,3.6,10,"Bomi,Tibet"
576,2021-10-11,0:29:37,94.88,30.37,3.1,10,"Bomi,Tibet"
577,2021-10-11,23:40:05,75.96,40.18,3,9,"Atushi,Xinjiang"
578,2021-10-12,8:31:50,94.83,30.34,3.7,10,"Bomi,Tibet"
579,2021-10-12,17:31:38,86.95,43.39,3,13,"UrumqiConuty,Xinjiang"
580,2021-10-12,18:37:18,123.06,40.53,3.2,5,"Xiuyan,Liaoning"
581,2021-10-12,18:48:37,83.49,41.17,3.6,10,"Kuche,Xinjiang"
582,2021-10-13,4:24:18,94.78,30.31,3,10,"Bomi,Tibet"
583,2021-10-13,14:02:43,83.4,41.91,4.1,21,"Kuche,Xinjiang"
584,2021-10-14,1:09:56,83.92,41.96,3.1,12,"Kuche,Xinjiang"
585,2021-10-14,5:06:43,106.3,29.68,3.2,10,"Shapingba,Chongqing"
586,2021-10-14,8:04:21,91.86,33.67,4.1,10,"Tanggula,Qinghai"
587,2021-10-14,17:49:59,92.42,39.66,3.9,8,"Ruoqiang,Xinjiang"
588,2021-10-15,0:52:53,77.01,36.71,3,93,"Yecheng,Xinjiang"
589,2021-10-15,5:10:04,120.24,44.2,4.7,10,"Alukeerqin,InnerMogolia"
590,2021-10-15,18:35:39,87.43,28.64,3,10,"Dingri,Tibet"
591,2021-10-17,5:42:10,83.76,41.25,3.4,11,"Kuche,Xinjiang"
592,2021-10-18,8:37:00,103.96,29.26,4.3,10,"Qianwei,Sichuan"
593,2021-10-18,8:41:15,103.93,29.25,3.1,10,"Qianwei,Sichuan"
594,2021-10-18,10:20:57,103.99,29.26,3.2,8,"Qianwei,Sichuan"
595,2021-10-18,13:49:18,121.76,24.22,4.3,31,"ThecoastalareanearHualian,Taiwan,China"
596,2021-10-18,18:32:17,87.41,28.54,3.8,10,"Dingri,Tibet"
597,2021-10-20,4:46:34,90.07,46.55,3,15,"Qinghe,Xinjiang"
598,2021-10-21,8:12:23,84.15,43.77,4.2,11,"Nileke,Xinjiang"
599,2021-10-22,17:19:16,100,25.73,3.4,8,"Yangbi,Yunnan"
600,2021-10-23,11:16:04,121.69,24.09,4.9,10,"ThecoastalareanearHualian,Taiwan,China"
601,2021-10-23,18:24:54,93.79,38.15,3,10,"Mangai,Qinghai"
602,2021-10-24,13:11:35,121.8,24.55,6.3,60,"Yilan,Taiwan,China"
603,2021-10-26,11:30:34,92.12,33.36,3.1,10,"Tanggula,Qinghai"
604,2021-10-27,1:47:02,83.88,42.34,4.7,9,"Kuche,Xinjiang"
605,2021-10-30,0:37:14,77.72,36.13,3.1,7,"Yecheng,Xinjiang"
606,2021-11-01,2:42:55,102.02,38.62,3.2,10,"Jinchang,Gansu"
607,2021-11-01,20:29:12,87.95,43.1,3.1,10,"Tuokexun,Xinjiang"
608,2021-11-01,21:48:41,77.26,40.34,3.6,13,"Atushi,Xinjiang"
609,2021-11-02,12:01:10,84.62,33.49,3.7,10,"Gaize,Tibet"
610,2021-11-05,2:48:27,83.54,41.24,3.1,7,"Kuche,Xinjiang"
611,2021-11-05,9:48:31,87.44,28.73,4.2,10,"Dingri,Tibet"
612,2021-11-06,2:51:28,89.31,38.33,3.1,9,"Ruoqiang,Xinjiang"
613,2021-11-07,9:36:00,111.07,32.08,3,8,"Baokang,Hubei"
614,2021-11-08,3:10:12,83.43,41.14,3,10,"Kuche,Xinjiang"
615,2021-11-08,16:18:39,84.43,37.01,3,10,"Qiemo,Xinjiang"
616,2021-11-09,3:35:28,93.79,38.18,3.8,6,"Mangai,Qinghai"
617,2021-11-10,2:24:12,122.45,23.94,4.2,9,"ThecoastalareanearHualian,Taiwan,China"
618,2021-11-10,16:39:52,104.69,29.59,3.9,8,"Weiyuan,Sichuan"
619,2021-11-11,21:06:46,77.61,37.66,3.9,10,"Yecheng,Xinjiang"
620,2021-11-12,9:50:55,105.09,28.08,4.3,10,"Weixin,Yunnan"
621,2021-11-14,21:05:16,122.02,24.58,4.8,50,"ThecoastalareanearYilan,Taiwan,China"
622,2021-11-15,9:21:39,90.42,32.67,3.3,25,"Anduo,Tibet"
623,2021-11-16,7:15:07,93.75,39.39,3.9,12,"Akesai,Gansu"
624,2021-11-16,13:22:48,101.68,22.31,4.8,9,Laos
625,2021-11-16,15:54:47,101.69,22.31,4.6,9,Laos
626,2021-11-17,10:25:34,122.25,24.8,4.7,10,"CoastalareanearYilan,Taiwan,China"
627,2021-11-17,13:54:30,121.19,33.5,5,17,"CoastalareanearDafeng,Jiangsu"
628,2021-11-17,15:39:11,104.96,28.22,3.1,10,"Xingwen,Sichuan"
629,2021-11-17,23:36:21,104.75,28.14,4.7,13,"Gongxian,Sichuan"
630,2021-11-18,5:04:07,100.53,33.83,3.1,10,"Jiuzhi,Qinghai"
631,2021-11-18,20:42:54,106.27,38,4,19,"Lingwu,Ningxia"
632,2021-11-20,4:56:12,104.76,28.15,3,8,"Gongxian,Sichuan"
633,2021-11-20,7:28:11,77.75,36.18,3.1,89,"Yecheng,Xinjiang"
634,2021-11-20,16:52:26,83.62,41.29,3.1,10,"Kuche,Xinjiang"
635,2021-11-21,13:52:18,75.31,39.87,3.3,25,"Wuqia,Xinjiang"
636,2021-11-21,18:51:01,104.79,28.45,4.6,11,"Changning,Sichuan"
637,2021-11-22,14:43:22,82.73,40.8,3.3,20,"Shaya,Xinjiang"
638,2021-11-23,3:04:24,112.95,32.62,3,5,"Tanghe,Henan"
639,2021-11-23,3:13:39,104.98,28.17,3,8,"Xingwen,Sichuan"
640,2021-11-24,6:32:57,83.48,41.17,3.1,10,"Kuche,Xinjiang"
641,2021-11-24,17:16:40,106.68,26.87,4.6,10,"Xiuwen,Guizhou"
642,2021-11-24,17:55:19,122.33,24.03,4.8,20,"CoastalareanearHualian,Taiwan,China"
643,2021-11-26,23:24:01,104.69,29.65,3.3,8,"Weiyuan,Sichuan"
644,2021-11-27,20:38:31,85.82,41.96,3,7,"Kuerle,Xinjiang"
645,2021-11-29,5:52:43,99.11,34.39,3.5,10,"Maqin,Qinghai"
646,2021-11-29,14:46:02,83.43,41.16,4.1,18,"Kuche,Xinjiang"
647,2021-11-29,17:46:37,107.3,40.88,3.4,10,"Bayannaoer,InnerMongolia"
648,2021-11-29,20:43:23,94.61,37.34,3.2,8,"Geermu,Qinghai"
649,2021-11-30,21:53:43,87.94,31.76,5.8,10,"Shuanghu,Tibet"
650,2021-12-01,5:39:34,104.97,28.34,4.2,9,"Changning,Sichuan"
651,2021-12-01,16:30:50,87.77,31.75,3.5,10,"Shuanghu,Tibet"
652,2021-12-03,1:40:45,90.63,31.18,3.3,10,"Bange,Tibet"
653,2021-12-03,10:38:30,82.39,41.62,3.7,23,"Xinhe,Xinjiang"
654,2021-12-04,12:08:47,89.29,37.32,3,10,"Ruoqiang,Xinjiang"
655,2021-12-05,9:43:10,89.38,37.15,3.9,8,"Ruoqiang,Xinjiang"
656,2021-12-05,9:48:05,89.28,37.08,3.9,9,"Ruoqiang,Xinjiang"
657,2021-12-06,14:26:53,100.58,34.21,4.7,9,"Gande,Qinghai"
658,2021-12-06,21:05:52,122.02,24.92,4.5,90,"CoastalareanearYilan,Taiwan,China"
659,2021-12-07,19:44:18,109.03,22.72,3,10,"Hengxian,Guangxi"
660,2021-12-08,2:59:27,90.99,34.05,3.7,10,"Tanggula,Qinghai"
661,2021-12-08,12:23:19,87.35,28.77,3.2,10,"Dingri,Tibet"
662,2021-12-08,17:18:59,121.14,33.48,3.8,15,"CoastalareanearDafeng,Jiangsu"
663,2021-12-10,1:36:33,85.23,34.22,3.3,10,"Gaize,Tibet"
664,2021-12-10,12:36:03,89.36,37.1,3.2,10,"Ruoqiang,Xinjiang"
665,2021-12-10,19:25:40,105.14,28.12,3.7,8,"Xingwen,Sichuan"
666,2021-12-11,8:38:59,80.86,34.84,3.3,10,"Ritu,Tibet"
667,2021-12-12,6:54:03,101.94,27.34,3,11,"Yanyuan,Sichuan"
668,2021-12-12,14:06:18,105.44,29.26,3.2,8,"Luxian,Sichuan"
669,2021-12-12,14:11:22,105.44,29.26,3,8,"Luxian,Sichuan"
670,2021-12-13,10:03:20,77.16,39.94,3.2,10,"Atushi,Xinjiang"
671,2021-12-14,20:32:14,95.79,28.89,3,20,"Motuo,Tibet"
672,2021-12-15,4:07:12,87.41,28.59,3.5,10,"Dingri,Tibet"
673,2021-12-16,8:05:48,87.96,31.79,3,21,"Shuanghu,Tibet"
674,2021-12-17,14:54:39,88.82,43.43,4.4,25,"Wulumuqi,Xinjiang"
675,2021-12-18,3:00:51,105.04,32.38,3,16,"Qingchuan,Sichuan"
676,2021-12-19,7:23:03,82.71,44,3.2,13,"Nileke,Xinjiang"
677,2021-12-19,7:54:29,92.73,38.95,5.3,10,"Mangai,Qinghai"
678,2021-12-21,1:55:09,102.87,27.11,3.3,8,"Ningnan,Sichuan"
679,2021-12-21,10:18:34,101.26,31.82,3.3,12,"Rangtang,Sichuan"
680,2021-12-21,18:59:32,120.5,23.14,3.8,19,"Tainan,Taiwan"
681,2021-12-22,6:36:59,95.68,29.13,3,10,"Motuo,Tibet"
682,2021-12-22,21:46:17,120,31.75,4.2,10,"Changzhou,Jiangsu"
683,2021-12-24,15:58:29,102.22,26.05,3.2,8,"Wuding,Yunnan"
684,2021-12-24,20:37:52,101.67,22.31,3.2,6,Laos
685,2021-12-24,21:43:22,101.69,22.33,6,15,Laos
686,2021-12-24,21:56:48,101.66,22.33,3.3,8,Laos
687,2021-12-24,22:02:28,101.66,22.33,4.9,10,Laos
688,2021-12-25,2:59:36,101.67,22.32,3.3,8,Laos
689,2021-12-26,2:25:28,82.9,31.17,3.2,10,"Geji,Tibet"
690,2021-12-26,15:38:19,82.98,39.98,3.9,20,"Shaya,Xinjiang"
691,2021-12-28,15:14:31,82.65,43.37,3.3,13,"Xinyuan,Xinjiang"
692,2021-12-30,5:30:23,94.67,36.92,4.9,10,"Geermu,Qinghai"
693,2021-12-30,14:47:08,122.5,23.9,5.1,20,"CoastalareanearHualian,Taiwan,China"
694,2021-12-31,13:03:26,101.66,22.33,3.4,12,Laos
695,2021-12-31,22:53:00,101.67,22.35,4.8,10,Laos
